last day voice use,last day data use
6.883463,10.691672
6.395262,17.134947
17.556937,6.461468
13.213244,12.509811
11.555238,8.630700
6.519147,13.521028
12.126667,13.478306
15.597056,13.710044
12.586541,15.360770
10.998276,10.967526
14.414227,5.283204
13.457761,13.121871
1.945910,13.955036
11.696679,4.204693
6.216606,8.138273
13.150029,13.834151
12.359845,4.990433
11.005909,7.808729
12.484291,6.200509
14.873026,16.002919
14.412417,9.497847
11.161622,9.731037
14.506152,10.830679
10.953837,8.058960
6.901737,9.882315
10.284558,14.520249
9.548169,8.932477
14.825105,13.908587
6.866933,9.615939
16.034269,8.364741
14.098328,15.067841
14.671362,9.687630
9.339437,13.469383
13.336771,6.165418
10.349134,12.305515
12.621528,8.840580
6.437752,1.386294
13.878911,7.752765
5.010635,5.361292
6.795706,10.813338
8.264106,4.454347
15.808101,8.531490
13.349806,14.241318
3.044522,5.420535
10.764012,11.934067
3.891820,6.648985
11.164516,12.603106
14.394798,5.497168
5.598422,9.913784
13.566590,11.820425
12.606864,13.088389
12.377359,10.370079
10.817155,4.143135
10.684508,14.313108
8.978787,0.000000
9.623972,11.122250
10.757413,13.384951
5.831882,13.428708
12.535002,15.287528
11.529753,10.150933
9.842941,15.043418
13.403160,11.875295
7.093405,11.669784
14.055960,13.793043
5.978886,8.801620
8.230044,
10.049577,10.736418
16.976186,8.786457
9.493336,16.420012
15.447188,13.430086
13.273887,5.648974
7.286876,6.456770
8.022569,12.189938
6.961296,12.958337
6.584791,14.655987
3.637586,10.495654
9.561842,13.602155
14.267280,
11.248270,9.906333
10.023668,12.614510
7.458186,
10.903439,10.266150
11.948467,12.621650
11.156622,13.368107
10.898479,11.568909
11.972456,9.589393
13.925475,7.014814
14.728382,13.847774
14.191510,6.210600
7.342779,11.871977
11.577111,12.955291
5.774552,6.244167
11.149053,13.603455
9.725138,10.041770
6.569481,12.125687
13.350529,11.050032
11.886755,5.955837
13.214197,6.311735
13.912133,10.161535
0.000000,4.744932
6.527958,13.956696
17.205281,10.302230
2.639057,10.501445
8.947936,14.820387
9.274066,13.239864
5.438079,0.693147
6.232448,7.239933
11.088079,15.057245
11.267140,8.247220
2.772589,7.519692
14.585337,11.598130
14.208876,13.337054
15.487948,10.482738
4.158883,
1.386294,5.648974
2.302585,11.938794
1.386294,15.766686
10.771134,13.545344
14.297536,10.400407
10.779040,10.421626
,11.381974
10.349198,10.118276
10.148549,8.252707
8.248006,
11.644164,8.406485
13.691559,4.532599
10.528008,5.945421
10.225571,3.970292
15.196439,12.332547
8.122965,
13.885270,13.874053
4.718499,7.946618
10.051131,6.156979
7.016610,14.022118
13.509966,10.505533
7.363914,13.441931
11.023666,5.318120
2.564949,9.490091
14.199462,9.387063
9.301460,8.002360
10.552265,9.865214
6.284134,11.410848
4.406719,8.225503
12.130282,3.891820
13.087207,9.852194
10.960913,14.470929
6.781058,13.546566
10.479792,9.582387
5.451038,6.255750
12.063495,7.371489
9.957976,13.085928
13.100371,12.767065
11.224737,6.609349
,15.869340
14.049345,12.302169
10.636072,8.420462
14.202596,13.688141
0.693147,10.030561
12.089095,2.397895
1.609438,12.008140
13.660049,15.740620
6.880384,14.683950
17.940957,11.073195
15.446056,11.376487
13.811370,13.827326
6.156979,11.144091
,15.812409
6.633318,11.360660
10.698966,11.808583
13.586089,
10.159679,12.751178
10.125390,10.183843
12.480593,14.039932
6.980076,14.935884
6.385194,3.850148
16.563494,0.693147
13.025482,12.424911
13.004208,12.622758
14.260950,13.725124
13.116041,9.767611
12.792344,12.755782
13.669572,14.428304
7.609862,12.358364
,15.412965
14.077145,0.000000
7.631917,10.063308
11.238199,9.292473
12.082633,1.098612
10.958392,13.318824
12.244533,16.797618
11.395301,14.184832
2.833213,10.927448
13.730990,11.662207
10.711190,9.424403
15.465778,3.178054
15.479271,12.488341
7.349231,5.257495
15.205195,13.188823
8.842460,15.058253
3.637586,9.923927
15.104769,15.528117
11.156708,11.691373
10.533935,8.329175
15.042430,2.639057
10.931749,14.058498
14.719966,14.321344
11.129833,8.770439
14.007710,10.478555
14.211046,8.688791
8.491055,2.302585
13.078650,0.000000
13.313818,14.813171
12.004085,12.548871
13.950183,12.077591
10.859518,3.258097
8.210940,11.673436
11.795085,13.164589
9.776336,14.803812
14.407139,4.043051
9.313168,10.551219
7.085901,15.308115
13.713897,13.167903
12.281894,12.134190
12.212005,10.277221
12.159269,14.014227
9.947217,15.197030
10.075296,13.127042
11.661914,13.886310
10.719339,10.123466
16.170702,15.719228
9.647304,8.281218
8.969160,11.404694
13.485504,9.609184
13.268901,14.667540
0.000000,2.708050
13.314474,10.368416
9.711176,10.547576
6.881411,12.079659
13.846093,11.608454
13.109827,12.787489
10.352459,12.156268
12.192922,14.638560
6.695799,14.009399
6.872128,13.117905
9.928131,11.084386
13.754940,11.859235
10.789834,2.944439
12.605278,17.490402
1.945910,12.652056
12.525780,10.950508
19.148165,10.348654
15.090672,15.039418
12.621353,12.317551
15.913107,9.129130
14.563259,13.135019
12.873125,14.804202
4.812184,14.325162
12.960256,15.387529
15.179506,10.613467
3.091042,9.298901
9.737905,10.924661
12.846910,7.337588
6.660575,15.777862
13.731040,10.952016
12.542223,5.252273
,12.614683
,11.297043
14.402301,15.721436
14.617032,12.276154
13.454269,10.380994
8.588024,0.693147
15.955846,12.257673
14.095109,10.200179
13.393578,10.945882
11.545247,9.611061
13.506761,4.025352
14.477431,10.890721
7.514255,4.624973
13.326143,5.811141
13.471100,10.833444
13.122657,13.212166
14.248045,9.814492
2.944439,13.867142
10.304376,2.079442
9.305287,13.950482
13.684087,13.735687
9.365376,13.084470
7.758761,0.693147
7.418181,13.533252
11.636470,8.073091
8.969033,12.763887
15.536443,12.916625
16.515574,12.990538
11.111642,13.238244
16.276644,13.246736
14.825901,10.666930
0.000000,16.087511
0.693147,9.786617
14.507233,12.479407
5.438079,14.937872
7.595890,12.029031
15.114164,13.339468
9.954466,12.183561
15.022236,11.915754
2.708050,9.443672
11.492049,2.995732
8.738735,12.518270
10.832260,11.608363
13.584584,10.054275
8.746716,13.042714
13.247312,6.098074
8.410053,11.987699
6.979145,6.484635
10.387117,3.258097
15.935341,16.022145
15.245289,13.114847
13.187128,8.520587
13.225974,10.834864
7.359468,16.501901
11.212995,16.018117
,2.302585
10.102215,8.666475
13.223211,9.621721
,10.249132
10.035086,2.708050
6.947937,12.440777
8.570734,11.838763
15.681344,5.587249
2.639057,
14.622307,15.108948
15.385008,14.681136
9.707777,8.872627
16.724576,8.653471
13.550750,11.815560
11.197968,13.634031
6.979145,9.737964
5.713733,12.293080
2.484907,15.657613
14.885247,13.168002
12.193393,13.938228
,13.202228
8.502486,10.475314
8.044626,13.663565
14.825163,15.493951
6.439350,13.900817
8.640295,9.098067
,12.546299
10.750814,11.808769
13.279182,14.226834
12.534379,10.760368
6.091310,14.798937
10.934124,9.398727
5.828946,8.371936
11.357803,11.458321
,17.171216
11.457783,5.713733
11.406742,0.000000
12.675088,9.473320
14.002113,11.081589
13.084252,13.637532
14.820700,10.970747
7.846199,12.987910
10.697588,16.529558
15.460872,14.516005
10.822654,16.414923
9.554214,15.379737
14.782263,15.472422
6.333280,8.854379
,10.430728
,12.316065
9.687320,4.852030
11.236157,6.835185
11.999762,4.276666
1.098612,8.543056
11.222707,
12.961784,7.505492
5.170484,11.441709
13.859490,14.026220
2.079442,11.787408
15.146047,
11.338739,5.257495
13.429579,14.116648
12.073187,11.180623
7.850493,8.997518
7.189168,13.477596
15.936013,6.001415
9.302646,14.062331
12.699167,10.028974
12.374401,9.026538
12.185870,6.749931
9.958638,8.199464
13.336984,14.589556
13.850689,16.201887
9.260558,9.060796
12.093285,11.220579
14.180924,6.104793
15.958295,13.890299
8.919721,9.742379
7.973844,8.962135
12.866214,12.585365
6.406880,11.115890
12.437720,15.466573
15.931743,11.260302
11.695888,14.212808
9.919262,9.368113
,14.103684
8.792094,14.496647
13.095670,4.905275
12.763248,1.945910
6.098074,4.174387
15.403631,9.503085
9.274816,9.524421
6.472346,11.926544
7.704812,13.397724
9.103534,12.588801
12.800490,15.045421
7.300473,12.434156
14.449018,5.468060
11.419955,12.866658
16.291388,
10.457947,8.017637
14.821071,11.796125
14.352895,12.658148
10.308986,15.667617
13.262155,14.710435
5.159055,12.234898
12.436355,14.909329
12.047007,5.948035
9.769556,5.220356
7.711549,14.586915
12.123929,11.874843
12.221276,7.113956
3.091042,13.685934
10.434204,14.137514
10.793968,13.770224
9.485697,11.751966
12.598787,12.896807
8.617400,7.106606
7.282761,8.314342
5.872118,14.461018
8.847360,6.089045
9.219796,2.484907
10.385327,11.027118
2.833213,
9.251002,11.555726
11.372962,13.348003
13.085921,8.544614
12.112311,6.295266
14.497203,15.285150
2.833213,15.048695
6.408529,0.693147
,14.342985
15.509579,14.809960
11.699471,16.357332
10.048670,14.079877
8.588397,14.833396
12.767170,16.480501
11.242952,11.840364
3.610918,9.035034
6.774224,13.393463
11.920821,14.103120
1.098612,16.142687
8.606119,13.378069
10.695801,6.595781
9.414750,12.334475
12.555348,13.502478
10.893103,16.032680
13.289138,13.728540
14.316422,11.448771
13.476392,14.122118
13.659891,13.155729
12.533201,12.396114
13.020685,13.462579
7.549083,12.751085
11.300920,11.337607
14.476061,15.765791
14.533911,11.052318
12.998583,11.229461
10.414993,13.277875
16.610364,14.082705
7.034388,6.953684
6.188264,14.360184
12.743048,4.304065
8.273847,3.663562
5.710427,9.591171
,12.080793
14.438393,12.105650
12.295296,3.433987
9.038009,14.289161
8.706656,11.118652
16.491364,13.618237
13.611825,7.065613
14.365301,13.027501
14.917726,11.127910
13.352484,5.749393
13.104000,14.037933
12.432830,13.513675
3.295837,9.442642
4.454347,14.334858
16.261417,11.812022
14.881043,11.958130
13.936297,14.110827
15.888366,7.982075
9.391328,10.283772
12.003895,12.684376
13.548324,13.399031
6.152733,9.530538
16.160901,9.572828
12.388982,11.942446
14.719658,12.824181
8.354674,7.686621
15.255122,12.585389
13.212361,13.503842
9.601909,8.892199
8.156223,8.232440
16.042403,11.712825
16.606961,13.865045
12.922165,1.098612
8.531885,9.226804
7.689829,7.226209
11.623062,13.233919
13.982146,7.280008
8.982561,9.454776
10.290483,16.016594
8.566935,2.397895
7.104144,12.746913
14.473978,13.615602
13.949888,14.977735
11.925154,18.327204
9.414423,0.693147
13.344745,9.233471
11.331595,8.571303
8.333030,6.418365
9.065083,7.544861
10.835789,10.215631
5.991465,16.186889
7.657755,12.581292
,10.620205
7.491088,15.825062
10.622376,5.517453
7.565793,13.951735
10.637513,7.451242
6.584791,9.609989
8.452121,16.097728
5.894403,14.584631
7.776115,16.309784
4.779123,2.995732
10.076053,4.812184
13.926290,10.566124
8.863191,13.891209
13.582185,9.897268
16.161610,10.266636
9.756379,10.690853
10.905258,11.308714
9.819236,12.552739
11.884234,10.195709
13.405998,15.654759
5.370638,7.753624
7.188413,3.688879
9.896463,8.888895
7.554335,11.040375
10.532843,5.407172
12.048565,7.466799
13.539611,6.413459
11.011803,8.587092
1.945910,15.078322
12.445019,14.001490
13.048833,0.693147
10.299340,15.165982
12.008621,5.945421
9.351406,14.803289
16.188331,10.071541
9.571784,3.496508
14.331499,9.834137
12.672702,7.944492
11.412939,11.259374
4.890349,5.521461
16.188680,14.170636
10.011759,10.470051
14.997127,13.129017
11.911017,12.559462
10.798085,14.108912
6.597146,5.093750
14.942240,
8.591930,16.675831
8.461046,9.602518
11.752242,13.141374
11.209534,5.652489
11.208368,3.401197
7.695758,12.142158
12.425124,1.945910
1.945910,4.736198
10.424838,
9.809177,13.427731
10.081090,13.846004
13.028784,15.268538
7.773594,11.369101
8.995909,12.061492
11.594035,15.669301
10.488827,13.901863
14.730912,5.438079
13.567344,5.908083
11.713332,4.553877
15.160810,6.933423
10.987629,3.433987
14.317554,6.177944
9.795513,12.285022
13.428077,5.525453
10.217860,10.551794
12.999744,14.428841
3.891820,15.311973
13.623065,9.392579
9.050172,11.814200
9.618070,10.246119
11.044856,7.237778
15.552302,12.494524
13.570534,11.906284
15.406041,12.796431
11.404939,7.839132
6.763885,13.551585
13.495958,10.253440
9.624369,8.429018
11.574782,2.564949
7.037906,1.609438
14.100792,12.635603
1.945910,14.369495
12.876018,9.720165
14.182493,15.106512
14.666377,10.457028
13.599396,13.940472
6.517671,10.133488
10.332409,8.376090
12.509036,11.908536
12.282612,11.642971
1.386294,11.566419
12.971352,
15.256827,12.406897
8.152774,9.542159
13.502870,10.922190
13.752591,12.409475
12.311207,11.966666
10.612779,12.072673
12.820704,8.694167
6.812345,12.083984
8.481773,14.215553
9.990811,12.520971
6.200509,6.770789
10.600104,8.359135
12.139997,11.820800
14.223584,13.004933
14.633666,13.705437
14.275435,6.068426
13.451923,10.175840
10.345542,13.209139
10.331366,13.987699
5.298317,8.822175
12.710146,15.461650
12.878555,7.541683
5.869297,
10.711257,14.177849
7.682943,14.247177
14.966482,1.098612
9.963924,11.710562
8.673000,
,15.053719
13.088236,12.685562
6.224558,9.754697
11.525150,13.344844
13.639450,15.631902
6.380123,1.609438
12.274516,10.497891
13.990325,7.185387
,11.982748
10.365207,12.478380
13.560220,12.865573
11.151927,4.941642
13.092362,12.026599
14.797549,7.277248
9.742967,7.862497
10.387887,8.858511
16.825914,16.594372
14.186384,13.180053
11.816764,7.444833
9.336180,11.754537
9.265207,10.510696
11.846121,13.955924
10.745572,2.772589
,4.624973
13.222846,13.247926
10.249981,8.093157
16.664748,14.583541
14.747542,3.178054
10.330453,11.532993
14.599040,0.000000
10.742724,12.094934
10.217714,
13.987675,4.941642
9.430600,14.054698
5.966147,13.785547
5.963579,14.063179
8.535230,12.165808
2.197225,12.750940
11.703653,13.944021
10.309985,9.903887
8.254009,10.456021
13.067546,13.549474
15.244403,10.397025
13.934725,9.107310
10.456740,12.745328
15.700652,10.941465
12.519163,9.754349
13.382904,4.110874
7.097549,12.986942
13.098376,11.238449
8.296048,12.954196
9.623443,14.950628
15.613789,12.518695
13.047666,11.191949
15.409733,14.372859
12.046649,12.219142
12.333542,13.115075
,11.721459
10.863527,5.986452
10.498664,10.274223
5.278115,6.613384
3.465736,10.099424
15.337003,8.210668
13.290001,7.786136
3.871201,5.049856
10.812109,4.094345
13.407094,13.265852
13.833690,12.374283
12.021470,12.868802
11.942120,5.758902
5.940171,13.667132
14.713706,11.704413
11.155679,12.256414
13.835184,12.684469
12.608680,14.241339
12.333670,6.664409
13.816521,13.748292
9.872513,14.705396
11.371535,11.125909
13.926567,9.046526
12.042824,14.070932
11.587142,11.400249
10.478583,10.783819
14.829721,11.377197
11.535724,8.330140
3.401197,14.218759
11.965261,12.085029
12.459237,14.074356
6.421622,11.848190
14.290458,12.403270
,14.429583
,10.515208
9.822061,13.715204
11.067497,15.152618
15.734863,3.555348
13.741285,14.198577
9.053336,9.903887
14.684192,10.682514
6.588926,16.479034
4.644391,12.422973
14.202546,11.121866
13.026355,10.723774
13.410535,10.768843
7.967973,13.382382
11.023927,11.770424
10.679757,9.209240
15.251332,14.222322
14.691923,7.605392
11.481672,5.010635
8.703341,12.164068
8.081475,13.190549
13.789441,6.100319
11.881000,2.772589
1.945910,13.129704
6.626718,11.728327
10.620498,9.385302
8.979794,11.576454
14.333601,11.347378
6.915723,11.857465
11.870425,14.206975
,14.669831
12.597381,5.973810
7.768110,6.834109
8.155362,13.202510
7.488853,15.323114
13.562442,8.048149
16.902719,7.407924
14.131922,11.557746
11.701883,15.927201
14.961319,8.387995
14.548633,12.061509
11.352510,11.913298
10.492329,10.269033
12.917718,9.694493
4.644391,12.245394
15.074519,13.814396
11.167190,10.678998
10.126991,11.553117
10.463817,13.701911
12.587498,11.493437
1.791759,12.884979
12.519287,13.278017
8.696677,6.785588
8.625509,12.431074
14.799289,12.877889
9.286468,15.202220
,2.772589
15.335064,0.000000
13.798285,10.888054
13.646031,10.130105
14.902391,8.928773
,0.000000
5.857933,14.904904
12.076846,12.365659
11.919390,8.286269
15.547216,13.906066
10.831074,5.062595
9.519221,16.589880
11.699629,12.443107
13.746983,4.795791
9.499871,12.141731
14.125922,10.277462
3.218876,15.985533
12.258565,8.470521
3.761200,17.414380
7.674617,10.637801
6.867974,3.871201
15.878933,9.891263
10.387949,12.643227
12.821834,7.284135
7.688913,11.889229
3.526361,3.091042
13.611994,7.909489
10.029371,9.029657
14.641606,0.000000
0.000000,11.194743
6.855409,6.637258
8.360305,11.171181
7.571474,2.564949
4.007333,11.706970
13.892586,9.350624
10.691172,11.556224
11.013617,14.518855
4.812184,5.030438
11.776059,13.512842
5.075174,7.576610
14.643181,3.496508
16.688969,11.401759
12.915029,13.103922
13.843959,0.693147
13.156639,6.146329
14.758311,15.401602
10.248495,3.761200
13.916819,12.166609
13.200398,8.124151
12.683061,12.386392
6.721426,5.187386
9.362976,0.000000
10.680148,9.694000
11.706698,7.166266
13.678039,14.203794
11.530176,4.077537
12.123555,8.969287
12.618927,9.261509
11.446882,14.206056
11.288907,5.720312
6.706862,15.790632
16.475078,7.037906
4.248495,12.883342
14.275769,9.988380
11.972310,8.871365
3.784190,12.017524
10.259727,12.109578
9.458606,8.342125
11.371661,8.454253
11.946064,14.160588
15.250370,13.937408
15.109666,7.957527
12.691790,16.859993
,12.208145
8.387768,9.646916
7.892826,9.861154
11.582526,12.716480
12.467706,12.889503
10.238280,10.855435
10.938539,15.521409
9.922849,11.350583
4.615121,12.353993
12.749019,7.237778
9.549523,11.206292
15.509184,13.452424
13.391032,
13.531988,10.754386
12.400475,11.674279
7.629490,9.209540
7.387709,14.917279
11.217386,14.304571
10.835317,9.410666
11.937415,
10.631302,0.693147
10.728868,11.887760
13.126150,0.693147
14.456304,13.157236
14.386221,7.591357
15.274210,13.622059
7.860956,12.065551
6.856462,12.232388
0.000000,10.153078
13.566690,3.091042
12.709635,13.167142
13.563166,12.148094
10.974026,14.360115
13.200011,12.367383
7.611842,12.898510
9.184817,13.633153
9.317579,9.329900
13.319472,11.150290
13.588197,7.075809
7.852050,8.812099
9.632466,13.172688
12.992107,10.548284
12.271153,13.083749
12.564118,7.412160
13.781442,10.961434
14.716961,15.141314
12.123929,15.162125
12.508419,12.913722
1.386294,2.079442
11.354410,7.359468
13.133812,0.693147
16.692061,7.565793
17.248890,11.767661
12.565675,13.690932
11.913231,14.572623
8.773385,11.535636
8.645762,11.237633
11.952225,12.099383
15.914876,14.641099
12.911704,12.026886
15.360858,8.853237
12.648050,14.247481
12.089533,7.307202
15.449021,7.546974
13.834520,8.625150
13.125602,9.645105
13.942445,4.897840
11.422760,13.512600
14.505515,6.629363
5.730100,6.165418
2.772589,12.868191
15.063148,7.961021
12.134851,6.255750
8.081475,13.753224
8.551015,12.144729
1.386294,14.286393
15.223565,14.918325
10.380063,12.817983
9.183072,13.997906
6.829794,5.049856
12.623720,10.708243
,12.376338
12.699597,8.493515
12.690121,6.133398
9.769956,
9.435801,8.660254
4.882802,5.983936
9.710509,14.434068
6.416732,1.609438
1.609438,13.702164
11.606534,13.977322
10.223939,3.218876
16.219911,11.615437
14.209959,11.402061
15.679222,10.682835
15.346253,13.081210
14.567434,6.816736
1.098612,9.512295
8.963288,13.234531
9.092007,7.890583
10.827647,3.433987
14.171378,12.646258
13.379086,11.174483
14.491828,5.739793
9.135617,9.780698
1.098612,12.617970
15.754566,2.944439
4.521789,11.480423
12.438085,10.586509
12.268009,14.767163
5.624018,7.351800
14.622871,4.219508
10.238781,10.274844
12.962481,16.252111
6.280396,14.530062
4.382027,1.386294
18.372471,13.435558
3.218876,16.129211
10.840718,10.120372
12.934642,12.772417
6.356108,8.866723
12.024952,7.159292
4.406719,12.550680
14.283873,11.540161
14.091354,12.719025
7.464510,10.591019
13.847143,6.643790
14.313260,13.219065
7.105786,7.288244
,14.376069
8.017308,10.834746
14.186442,15.683752
12.742236,11.079061
5.501258,12.404009
6.293419,12.652875
12.629928,12.070213
14.309084,12.460164
14.169436,10.547733
13.400200,3.737670
1.098612,13.540775
12.916328,12.983637
11.003965,12.140734
14.170514,9.504427
1.791759,14.132557
11.975281,12.745990
11.270153,10.737700
3.850148,11.633877
2.639057,10.871004
5.572154,13.257398
5.093750,13.175240
,15.603479
16.449689,13.315537
8.965335,
14.930408,7.415777
10.399646,14.597350
10.607426,14.855016
12.667802,14.276678
14.271198,11.353613
,8.891099
5.652489,11.589053
14.742561,13.524564
15.808504,14.904376
10.175231,4.262680
5.318120,13.077418
9.060912,12.434180
3.135494,8.450840
11.348369,9.444068
1.386294,2.772589
10.109648,13.429218
0.693147,0.693147
14.732728,16.109332
14.105489,12.851316
11.447298,12.972212
16.302026,11.545789
13.144219,11.381061
15.287511,13.863151
11.213184,13.056542
10.214276,11.986697
9.667259,6.306275
4.127134,12.613166
5.198497,11.794640
10.410516,15.098097
,10.038324
8.371011,8.380227
5.726848,1.609438
12.177107,9.291736
7.802209,13.731856
13.496158,15.607771
14.080037,14.834243
6.908755,12.022102
7.986165,9.226902
10.443221,6.766192
12.835934,10.234552
1.791759,13.255274
15.374884,5.669881
13.705513,15.299813
10.015565,13.944680
7.678326,14.436187
14.146980,12.156241
14.004404,10.942544
9.835262,8.766394
10.117631,8.903272
13.612821,10.114478
13.005776,2.484907
11.223575,11.687954
8.213653,8.568646
8.707648,7.692113
7.891705,14.657251
,12.498003
10.313310,13.277293
12.595794,12.585495
13.988502,15.444221
9.255696,13.159274
14.881813,13.207010
13.902638,13.653153
0.693147,11.184796
9.201098,14.978865
13.123750,15.056577
12.263091,12.051633
10.844705,3.465736
13.707062,10.152026
10.397025,13.285434
12.596675,13.370434
,3.091042
15.075495,13.337454
4.262680,10.249804
14.764490,12.298064
11.182322,9.769613
4.465908,10.935461
1.609438,15.822613
6.284134,5.680173
11.941879,10.447555
13.959145,14.649390
11.969958,8.841882
9.760252,10.978882
11.827933,13.914030
2.944439,11.117450
9.224243,14.483834
6.234411,10.269206
13.596662,
11.393117,13.334198
14.528785,13.790642
11.606944,6.539586
12.795879,7.216709
13.042445,6.814543
13.970130,9.205428
15.995142,14.434267
10.732912,11.058291
9.666689,6.609349
12.312777,0.000000
13.570629,7.028201
15.296132,14.261759
12.848248,9.482883
13.734741,11.161622
4.290459,12.825832
14.934547,10.415952
12.889823,12.434295
6.257668,10.740345
12.707999,15.549914
0.000000,6.726233
7.203406,14.064266
13.528434,10.879782
13.922671,15.619998
12.546256,10.657259
15.097508,9.887663
8.356085,12.916568
4.219508,15.311918
14.647611,13.130423
8.538955,8.969923
14.220909,13.142305
2.639057,17.121651
10.608168,15.835405
9.580040,8.460834
9.619000,
15.342143,11.844837
15.693143,10.651738
13.854559,9.689366
12.577660,16.228333
,14.232165
,14.951391
5.971262,15.621551
11.094603,8.363576
7.660585,16.107287
11.428282,12.405247
1.791759,6.590301
5.560682,16.068428
14.430063,12.485506
16.728862,0.000000
8.130648,7.775276
14.080382,1.098612
12.867022,0.000000
6.629363,6.146329
2.484907,12.594388
8.697513,9.624699
5.030438,11.984210
6.040255,16.064309
6.766192,10.541862
14.110789,12.043154
3.912023,13.882036
6.961296,5.762051
8.879472,15.077350
16.117136,10.154130
10.930998,12.976528
14.202966,12.614829
12.149465,14.759334
10.051347,11.580126
11.358561,9.574219
10.391454,12.141683
13.158198,5.384495
11.092443,14.516603
,
8.065265,0.000000
12.154942,7.467942
8.961494,7.656810
14.456688,1.609438
12.767116,11.101372
13.932624,12.252178
7.268920,6.297109
8.601718,12.109501
11.538252,15.539368
8.477204,8.682369
6.037871,13.119184
14.882555,
9.953134,5.017280
14.114555,10.252770
10.964000,0.000000
6.423247,10.565944
14.231886,
11.356120,13.266578
4.762174,12.082429
9.511185,9.219696
7.916443,3.496508
3.555348,16.520096
14.140963,10.109688
11.337595,11.389706
14.214375,11.348393
11.342315,9.717399
5.236442,9.383789
10.833227,11.028985
,12.518435
13.679780,11.325294
11.695189,12.719650
8.003697,12.750395
10.843085,13.441563
5.231109,13.748767
13.410758,6.867974
15.261418,5.958425
7.037028,13.309571
7.638680,15.649260
12.683024,14.053665
9.796515,7.073270
9.992780,4.532599
14.732790,10.168924
6.525030,8.923724
11.196226,1.098612
17.349442,0.693147
10.930156,10.738199
7.912789,8.827175
11.463662,12.261782
7.143618,15.628320
6.541030,9.745546
7.971431,12.752545
10.786242,12.045974
10.969232,7.325808
11.336439,11.631855
9.722026,9.639782
8.777093,13.562145
10.803791,9.006877
7.439559,13.143054
15.383566,4.691348
9.728717,14.441476
14.857791,16.550089
9.748937,6.133398
10.295259,16.007317
11.917337,10.046332
12.646654,13.928692
9.779793,15.890384
12.064129,8.888757
11.119824,11.719525
11.549653,16.599527
11.485143,10.969387
10.582105,2.079442
13.440356,10.615088
4.736198,11.941521
11.506938,3.761200
9.573246,9.143559
13.624505,16.302667
,12.233381
17.497181,
11.409175,9.272564
11.971653,9.682155
11.965045,13.144005
15.299759,8.651025
12.256485,13.816506
13.379760,7.660585
10.014895,11.511935
9.998616,14.875874
14.323534,14.420396
5.283204,7.415777
6.545350,15.407868
4.060443,12.119141
13.075320,11.690829
12.735589,8.719317
11.729584,14.005539
12.433061,15.809864
12.004477,12.193443
11.128997,6.938284
13.251497,5.176150
16.246836,3.332205
14.951607,4.442651
14.156678,7.335634
12.678037,9.649305
6.565265,17.120095
1.098612,7.947679
10.296610,12.827885
11.260932,14.896652
9.166911,7.361375
7.025538,4.564348
15.088753,10.967370
13.721531,10.212405
15.574310,5.808142
11.546273,12.122169
7.959276,
8.263848,13.680543
6.530878,12.795072
13.121491,10.806551
15.108979,5.117994
13.481741,5.231109
14.101028,11.393477
9.274535,13.834584
9.224835,10.056252
9.890453,12.262269
15.366469,14.000530
,15.501937
11.726156,12.898179
4.143135,12.333058
10.773692,9.566475
10.259167,8.783396
8.318254,12.955820
14.179763,9.848028
12.347112,13.501248
0.693147,16.071310
15.157239,10.886670
13.263689,9.195734
11.918064,13.981494
14.518941,12.150195
14.009340,8.824678
6.612041,9.509556
15.449847,8.320935
7.421776,5.505332
12.138104,12.015469
3.555348,9.128696
11.273957,10.758243
13.967085,7.682022
13.101217,9.576094
15.241499,10.397116
14.955508,3.401197
13.795123,13.541633
13.214284,
11.617709,6.588926
9.641213,8.843471
13.295880,12.981889
13.191518,10.793003
9.862926,6.785588
15.268412,14.453334
10.657824,14.682125
7.919720,11.782006
9.689675,8.907612
6.712956,14.751148
10.616511,5.204007
9.826282,7.973500
15.051858,10.805781
12.924856,14.676482
11.665578,9.129564
7.652546,10.346473
13.230979,13.748286
9.428190,3.931826
12.215790,16.008482
11.257749,10.575488
11.675554,11.958342
12.500167,5.231109
13.326055,7.959975
2.397895,13.381573
13.757896,13.246558
12.456376,10.684462
12.962476,13.526474
13.335835,12.063501
9.367942,15.797157
13.002435,13.021079
8.396381,9.993557
10.440741,10.465016
13.923496,12.282144
9.980032,9.735956
15.684339,14.626719
10.177438,12.870694
11.420481,9.283405
10.155918,9.609787
8.503094,16.050619
10.718675,15.929189
10.167927,15.883698
13.200494,12.141107
4.499810,12.645559
11.321014,
12.171248,14.094056
13.074653,13.280119
9.921819,11.256923
9.103200,11.403367
14.458909,14.068856
10.342001,13.218348
13.975634,12.872010
9.189423,15.858727
10.843514,12.520664
8.589514,12.893989
8.387768,12.722906
8.257645,7.701652
8.984568,7.473637
14.151346,14.237557
14.744422,11.023747
,11.553856
15.673233,6.504288
11.622900,9.545311
12.430495,3.850148
2.484907,4.317488
5.552960,10.379908
14.166750,15.439322
5.634790,14.047090
15.241316,9.973573
13.692854,14.817093
10.537256,7.275865
11.809743,9.341018
14.562693,9.702411
9.876836,11.814274
13.698724,12.614331
9.138844,11.038046
15.175935,9.794007
12.349328,11.236737
11.009671,4.510860
10.033858,15.626264
14.748774,2.772589
11.322648,3.583519
12.910662,1.609438
9.020511,12.324833
14.479495,6.765039
8.297544,11.969077
